tsl情感,tsl主题,byd情感,byd主题
0.087943281,0,0.872200975,2
0.115917919,0,0.937966143,3
0.02000593,2,0.556291293,4
0.508027686,2,0.556291293,4
0.54966945,2,0.556291293,4
0.54966945,2,0.950604975,5
0.520677289,2,0.716681791,0
0.54966945,2,0.999486964,2
0.911560279,2,0.702203287,0
0.629228767,2,0.702203287,0
0.415619167,5,0.983351148,3
0.380571711,0,0.019936832,0
0.032262833,0,0.18953783,0
0.889181159,0,0.339146522,0
0.074403091,0,0.99933351,1
0.443444751,0,0.937966143,3
0.925473627,5,0.999973228,5
0.263807181,0,0.000190737,5
0.975066769,3,0.149177231,0
0.380553413,0,0.799996576,0
0.947663965,2,0.000617874,0
0.829548605,0,0.684686115,0
0.994520944,0,0.920960223,0
0.450127781,0,0.095995857,0
0.872613642,5,0.508855115,0
,0,0.003752057,0
0.263807181,0,0.797617425,0
0.464400182,5,0.019936832,0
0.365669297,0,0.799996576,0
0.04763415,0,0.987622869,3
0.054215715,2,0.008610072,3
0.085685043,0,0.629577218,0
0.147349112,0,0.558096613,0
0.508696586,0,0.987622869,3
,0,0.799996576,0
0.934717967,2,0.000554419,2
0.54966945,2,0.998483523,2
0.048578779,6,0.704295361,0
0.999303815,0,0.922495615,3
0.5,0,0.882414707,0
0.018623802,6,0.230679898,4
0.220519338,0,0.518916522,4
0.220519338,0,0.503272058,0
0.320504594,0,0.608974359,4
0.262029305,0,0.984226497,3
0.96512497,3,0.028241467,2
0.751766934,2,0.49910339,4
0.541869587,6,0.899624037,0
0.779192822,5,0.965030214,3
0.312369233,0,0.378740722,2
0.925929183,6,0.016556181,0
0.473767218,0,0.862038576,0
0.500211665,6,0.862038576,0
0.54966945,2,0.736608132,5
0.380553413,0,0.01583372,0
0.915653036,3,0.936446137,5
0.481154938,0,0.449177231,0
0.930955462,6,0.983351148,3
0.418245604,0,0.899624037,0
0.840121302,0,0.366800445,2
0.956521739,3,0.251477664,2
0.989091767,3,0.457865887,2
0.972382863,3,0.594592845,2
0.399979191,5,0.378740722,2
0.980524704,3,0.037894587,2
0.96424738,3,0.946225186,3
0.915653036,3,0.882414707,0
0.990770864,3,0.737195613,1
0.997457419,3,0.339146522,0
0.989686027,3,0.18953783,0
0.999841996,3,0.662658213,0
0.069915724,3,0.599748951,0
0.998337866,3,0.637285475,0
0.967677197,3,0.572434304,3
0.939065044,3,0.040204221,1
0.915653036,3,0.952533601,5
0.980886543,3,0.956649267,1
0.949614976,3,0.956649267,1
0.951894251,3,0.956649267,1
0.948620871,3,0.956649267,1
0.975570133,3,0.956649267,1
0.640983378,6,0.956649267,1
0.089624445,6,0.956649267,1
0.274268052,6,0.956649267,1
0.422553049,1,0.956649267,1
0.018623802,6,0.956649267,1
0.522701514,1,0.956649267,1
0.550745154,1,0.019936832,0
0.600300913,1,0.924156869,3
0.002283606,2,0.937966143,3
0.999689273,0,0.404679352,4
0.263861687,0,0.987622869,3
0.359941793,1,0.570531769,3
0.620833447,1,0.457865887,2
0.586209109,1,0.995780285,5
0.01187886,6,0.378740722,2
0.029037666,0,0.708860145,0
0.380553413,0,0.498811767,0
0.994859309,3,0.940143201,3
0.856548039,0,0.974970116,3
0.640983378,6,0.991361635,5
0.149192123,0,0.8233529,1
0.286953366,0,0.8233529,1
0.089624445,6,0.8233529,1
0.029514289,2,0.016556181,0
0.047470861,0,0.5,0
0.380553413,0,0.525113169,0
0.121188557,5,0.976387227,1
0.394736877,5,0.990065868,3
0.241183613,5,0.882414707,0
0.006489695,0,0.668035916,4
0.024864857,0,0.629577218,0
0.01526612,2,0.999406944,1
0.000908315,2,0.676929349,0
0.308295671,0,0.002135832,5
0.025625165,0,0.031191498,1
0.050169587,0,0.760835679,1
0.064229657,0,0.974970116,3
0.012254539,0,0.385720487,3
0.380553413,0,0.003891778,0
0.048722039,0,0.099689571,0
0.912025435,0,0.449177231,0
0.154869924,0,0.390357182,1
0.044272675,0,0.567526554,1
0.010884573,0,0.01790888,3
0.002940093,0,0.339146522,0
0.012554139,0,0.18953783,0
0.157420171,0,0.104637988,2
0.040919142,0,0.177954004,1
0.08111764,0,0.822001475,0
0.431231939,0,0.019936832,0
0.046779581,0,0.149177231,0
0.157977626,0,0.339146522,0
0.087644474,0,0.97719311,5
0.057365605,0,0.882414707,0
0.169943785,6,0.999707701,5
0.263807181,0,0.378740722,2
0.795291161,2,0.946124974,5
0.985386007,0,0.149177231,0
0.248137888,0,0.650879972,0
0.870173229,5,0.997876895,3
0.001938044,1,0.937966143,3
0.086141831,6,0.008320872,3
0.015729058,0,0.587739508,3
0.01421494,3,0.032812365,0
0.378585452,0,0.899624037,0
0.380553413,0,0.899624037,0
0.926680477,4,0.978769708,0
0.273972603,0,0.899624037,0
0.380553413,0,0.899624037,0
0.359941793,1,0.899624037,0
0.069915724,3,0.899624037,0
0.333976762,6,0.899624037,0
0.411493533,1,0.899624037,0
0.263807181,0,0.556291293,4
0.915653036,3,0.899624037,0
0.54966945,2,0.339146522,0
0.28273062,0,0.011595188,0
0.380553413,0,0.699985187,4
0.915653036,3,0.984128777,5
0.380553413,0,0.875956308,1
0.915653036,3,0.81637772,2
0.427976902,5,0.974970116,3
0.263807181,0,0.016556181,0
0.993544225,0,0.711246201,0
0.429303024,0,0.747539805,4
0.398814003,0,0.737348543,0
0.160946523,0,0.518243598,3
0.349617661,0,0.149177231,0
0.999838951,4,0.016467764,0
0.25855972,0,0.529227694,4
0.25855972,0,0.117431344,0
0.397227734,0,0.940172553,0
0.089515919,4,0.108962084,0
0.831201788,0,0.899624037,0
0.326128534,0,0.882414707,0
0.175215966,5,0.532892172,0
0.069692581,1,0.556291293,4
0.124605646,1,0.893147429,1
0.222882266,0,0.508696586,0
0.265800664,0,0.508696586,0
0.263807181,0,0.508696586,0
0.749164103,5,0.449177231,0
0.263807181,0,0.511967282,0
0.000211665,0,0.000192098,5
0.584259375,4,0.882414707,0
0.867883472,4,0.520677289,0
0.07094415,0,0.832378139,0
0.063054156,0,0.569622081,0
0.646093834,0,0.980268,3
0.382482833,0,0.029577218,0
0.380553413,0,0.5,0
0.380553413,0,0.177878505,2
0.339320946,0,0.118698659,0
0.952600269,0,0.797617425,0
0.234362954,0,0.508696586,0
0.185642283,0,0.069851682,2
0.014169,0,0.339146522,0
0.844545002,2,0.339146522,0
0.069915724,3,0.339146522,0
0.915653036,3,0.339146522,0
0.959574722,3,0.629577218,0
0.069915724,3,0.503782146,0
0.069915724,3,0.862038576,0
0.018623802,6,0.51958052,0
0.380553413,0,0.339146522,0
0.709855232,5,0.33372865,2
0.709855232,5,0.776480727,5
0.85732343,5,0.42442601,4
0.54966945,2,0.016556181,0
0.473164977,5,0.024202427,0
0.963750109,0,0.024202427,0
0.263807181,0,0.578312128,0
0.962918643,3,0.508696586,0
0.480970473,0,0.206574845,1
0.000544698,0,0.126401816,1
0.177488957,6,0.449177231,0
0.263807181,0,0.023174265,0
0.915653036,3,0.420558754,1
0.069679521,0,0.420558754,1
0.960686734,0,0.420558754,1
0.373134328,0,0.032704464,2
0.076818959,0,0.941148013,3
0.900209616,0,0.921241816,3
0.257472451,1,0.615646663,3
0.380553413,0,0.317667243,2
0.048578779,6,0.149177231,0
0.976787223,2,0.018462714,3
0.015,0,0.058479653,3
0.292449115,0,0.027570646,3
0.265800664,0,0.18953783,0
0.59321836,6,0.862038576,0
0.929634072,6,0.9,0
0.876027661,5,0.072387119,2
0.669594222,0,0.029002055,2
0.036235544,0,0.126984127,2
0.90888197,3,0.998495556,5
0.951002957,2,0.909620529,5
0.895577883,0,0.974567001,3
0.410257343,1,0.313385808,4
0.069915724,3,0.995090512,5
0.898387895,0,0.575632725,0
0.973183258,0,0.676122931,0
0.135804926,0,0.980268,3
0.372827502,0,0.565764484,0
0.070878996,0,2.75E-07,0
0.175305863,0,0.006359485,3
0.404137024,1,0.995572762,2
0.263807181,0,0.922495615,3
0.263807181,0,0.684490447,0
0.46489572,0,0.003034591,1
0.172950101,4,0.149177231,0
0.052321399,0,0.777949077,0
,0,0.899624037,0
0.883647712,0,0.925251087,5
0.054869763,4,0.618827374,5
0.310416094,0,0.070421108,2
0.183715493,0,0.010131643,5
0.314432534,5,0.642992129,1
0.330211036,0,0.629577218,0
0.702121708,4,0.777949077,0
0.263807181,0,0.086988448,1
0.472256282,0,0.629577218,0
0.380553413,0,0.023546516,2
0.004141791,4,0.797617425,0
0.597744998,4,0.629577218,0
0.380553413,0,0.924699498,0
0.54966945,2,0.882414707,0
0.09169604,0,0.339146522,0
0.476128214,0,0.592710863,0
0.007670769,0,0.797617425,0
0.167223336,0,0.573680531,0
0.552245277,4,0.684686115,0
0.368722654,2,0.184011739,2
0.386785507,5,0.173632759,2
0.698079782,5,0.016556181,0
0.128171747,5,0.777949077,0
0.498920759,5,0.996913736,5
0.368722654,2,0.323359869,2
0.003336566,3,0.629577218,0
0.015,0,0.449177231,0
0.949951303,6,0.767780727,0
0.949951303,6,0.019296742,3
0.655502633,2,0.996969541,5
0.288157444,1,0.18953783,0
0.547442567,1,0.371090658,1
0.698079782,5,0.10293694,2
0.959872067,4,0.61954196,1
0.368722654,2,0.393757788,2
0.90888197,3,0.330347682,1
0.983375435,3,0.898875721,2
0.96809292,3,0.068825281,2
0.126019622,1,0.030302214,2
0.599417934,1,0.004420082,0
0.446377469,1,0.890899361,0
0.380553413,0,0.230679898,4
0.359941793,1,0.032812365,0
0.794371425,5,0.343977109,2
0.981196339,0,0.890899361,0
0.948880135,0,0.449177231,0
0.138386969,0,0.339146522,0
0.163164674,0,0.149177231,0
0.585911173,4,0.466950694,4
0.015,0,0.936035538,5
0.015,0,0.629577218,0
0.055656999,0,0.116672021,0
0.12235982,0,0.882414707,0
0.305906172,0,0.899624037,0
0.172329386,4,0.980268,3
0.082888205,0,0.154121951,4
0.985642088,4,0.020847583,5
0.00687169,5,0.899624037,0
0.082888205,0,0.019936832,0
0.082888205,0,0.556291293,4
0.082888205,0,0.862038576,0
0.082888205,0,0.2,0
0.082888205,0,0.5,0
0.082888205,0,0.001399728,3
0.082888205,0,0.899624037,0
0.121693134,5,0.019936832,0
0.082888205,0,0.890899361,0
0.082888205,0,0.335834042,1
0.082888205,0,0.190597592,2
0.082888205,0,0.5,1
0.6420511,4,0.5,1
0.215565764,0,0.0707009,1
0.077134683,4,0.833333333,0
0.422209589,0,0.618827374,5
0.54966945,2,0.339146522,0
0.715337054,2,0.339146522,0
0.556353611,2,0.149177231,0
0.082888205,0,0.906218228,2
0.378186891,0,0.553154924,0
0.082888205,0,0.553154924,0
0.353185156,0,0.062156131,0
0.387496239,0,0.882414707,0
0.229399437,5,0.313385808,4
0.082888205,0,0.921000521,3
0.305362586,5,0.506653841,3
0.082888205,0,0.987622869,3
0.065221906,0,0.045861391,3
0.473767218,0,9.41E-05,2
0.082888205,0,0.71781023,5
0.082888205,0,0.04637078,3
0.019502941,0,0.336458914,0
0.90888197,3,0.699985187,4
0.438271548,0,0.449177231,0
0.357113353,0,0.162156131,0
