tsl情感,tsl主题,byd情感,byd主题
0.069915724,3,0.449177231,0
0.082888205,0,0.162156131,0
0.359941793,1,0.775989351,4
0.082888205,0,0.605895896,4
0.086141831,6,0.281462164,2
0.006144777,6,0.170461865,2
0.018623802,6,0.707795269,0
0.54966945,2,0.899624037,0
0.015,0,0.023174265,0
0.008066378,2,0.689852263,3
0.034519467,2,0.483083936,1
0.117550462,0,0.629577218,0
0.183552179,0,0.630495336,0
0.082888205,0,0.90807037,2
0.069915724,3,0.98451221,3
0.281823998,6,0.523471178,0
0.018623802,6,0.024202427,0
0.244228964,1,0.346989346,2
0.001451938,1,0.122638125,0
0.082888205,0,0.023433717,2
0.015,0,0.032812365,0
0.421874598,5,0.449177231,0
0.058346752,0,0.68514186,5
0.5,0,0.865985604,2
0.852291752,0,0.49910339,4
,0,0.004572069,1
,0,0.000189234,0
,0,0.629577218,0
,0,0.679974302,0
0.388184528,0,0.882414707,0
0.002014359,0,0.999172094,3
0.054869763,4,0.661032142,0
0.644592742,0,0.003926786,1
0.676929349,0,0.999983122,3
0.5,0,0.999983122,3
0.882173391,0,0.2,0
,0,0.2,0
0.54966945,2,0.024202427,0
0.54966945,2,0.449177231,0
0.281886381,0,0.062156131,0
0.329319975,0,0.18953783,0
0.373134328,0,0.997876895,3
0.373134328,0,0.89518123,5
0.095984278,0,0.43683181,1
0.095984278,0,0.941148013,3
0.095984278,0,0.221000582,4
0.560253954,6,0.605895896,4
0.095984278,0,0.922495615,3
0.261318952,0,0.862038576,0
0.380553413,0,0.956418302,1
0.380553413,0,0.5,0
0.248485823,0,0.043823247,3
0.882882936,0,0.05591962,2
0.899665552,0,0.919609404,5
0.094043952,0,0.998438164,3
0.048578779,6,0.556617614,0
0.298285897,1,0.605895896,4
0.23082834,0,0.863352921,5
0.247776306,5,0.36260329,2
0.833717226,0,0.04403979,5
0.90888197,3,0.149177231,0
0.054869763,4,0.780277602,0
0.257172308,1,0.067041865,1
0.942591067,0,0.162156131,0
0.915998936,0,0.684686115,0
0.380553413,0,0.986671456,3
0.972878856,3,0.671767849,3
0.013439643,0,0.486925012,1
0.368722654,2,0.983351148,3
0.000211665,0,0.301091479,3
0.263807181,0,0.025206875,1
0.380553413,0,0.082866989,5
0.093004572,4,0.940107922,3
0.045148506,2,0.929753566,3
0.203773772,5,0.594623458,3
0.667593072,0,0.845298739,2
0.263807181,0,0.378740722,2
0.380553413,0,0.908929187,2
0.401280926,0,0.019936832,0
0.368722654,2,0.253865293,2
0.151977423,0,0.149177231,0
0.069915724,3,0.5,0
0.003312175,6,0.888067162,3
0.219723407,1,0.916241515,3
0.058337998,1,0.89227095,5
0.070317244,1,0.149177231,0
0.030425212,2,0.024202427,0
0.516802462,2,0.062156131,0
0.516802462,2,0.000531447,2
0.646584087,2,0.149177231,0
0.59771799,2,0.009056055,3
0.54966945,2,0.113759462,0
0.368722654,2,0.5,0
0.54966945,2,0.077696624,2
0.54966945,2,0.457865887,2
0.83642484,0,0.023174265,0
0.834342978,2,0.691255372,0
0.594866476,1,0.512409498,0
0.45533549,0,0.298981763,0
0.510520066,1,0.032812365,0
0.380553413,0,0.50951717,1
0.21944878,0,0.032812365,0
0.818126744,0,0.000657851,0
0.031313871,2,0.497861824,0
0.008104316,0,0.909697163,3
0.359941793,1,0.149177231,0
0.356884432,0,0.026569741,0
0.951938312,3,0.753450927,5
0.33582061,0,0.118519297,5
0.263807181,0,0.062156131,0
0.54966945,2,0.235466734,5
0.416593777,6,0.40161308,1
0.312824876,0,0.339146522,0
0.083840778,0,0.378740722,2
0.237638523,6,0.84188137,3
0.262696499,6,0.629577218,0
0.277404922,0,0.922495615,3
0.371646487,0,0.339146522,0
0.255101407,0,0.935901405,3
0.138139537,1,0.922495615,3
0.263807181,0,0.983351148,3
0.638217176,0,0.995564265,5
0.011607898,4,0.990852202,3
0.421239841,0,0.972725096,3
0.420954446,0,0.378740722,2
0.90888197,3,0.923315945,3
0.372623574,0,0.951938312,3
0.218720734,6,0.998341697,3
0.263807181,0,0.984610173,3
0.492952656,5,0.939065044,3
0.893404951,0,0.951938312,3
0.109995267,5,0.088942611,2
0.209995267,5,0.267467237,2
0.708010113,5,0.017357261,2
0.476713547,0,0.36260329,2
0.263807181,0,0.172826042,2
0.215358683,0,0.938317385,0
0.380553413,0,0.213996212,4
0.035202425,3,0.313385808,4
0.999983634,3,0.713613346,0
0.976268892,3,0.957968384,2
0.024210491,0,0.019936832,0
0.560973227,4,0.882414707,0
0.427436139,5,0.107206576,5
0.109995267,5,0.974970116,3
0.90888197,3,0.549019608,0
0.263807181,0,0.697190126,0
0.430228674,5,0.281362961,2
0.095578899,0,0.449177231,0
0.957862839,0,0.791039763,2
0.443102338,6,0.629577218,0
0.313442385,6,0.019936832,0
0.018623802,6,0.313385808,4
0.171601577,4,0.345891338,2
0.602654121,4,0.882414707,0
0.057072711,4,0.032812365,0
0.054869763,4,0.149177231,0
0.054869763,4,0.629577218,0
0.054869763,4,0.712123578,0
0.64399093,0,0.974970116,3
0.051860848,0,0.231579249,4
0.018623802,6,0.016556181,0
0.070606513,0,0.017292247,2
0.203916707,0,0.980268,3
0.027906884,1,0.555452909,0
0.069915724,3,0.032812365,0
0.314091443,0,0.005595195,2
0.082245411,0,0.960516175,3
0.54966945,2,0.899624037,0
0.113779401,0,0.967015691,5
0.141861253,0,0.039476685,3
0.013779341,0,0.684686115,0
0.193934196,0,0.882414707,0
0.029558374,2,0.112699726,1
0.54966945,2,0.657893846,0
0.54966945,2,0.885563433,5
0.54966945,2,0.633608272,0
0.017615502,3,0.554446567,0
0.421793394,0,0.000976231,1
0.967323512,0,0.099999228,2
0.307247059,0,0.042512422,3
0.086231756,0,0.909620529,5
0.002448202,0,0.890899361,0
0.099185309,3,0.862038576,0
0.380553413,0,0.115212206,2
0.368722654,2,0.111273391,5
0.102498438,6,0.693636038,0
0.048121632,0,0.5,0
0.825717554,0,0.564311458,0
0.358868036,0,0.933819701,2
0.270244374,0,0.142209959,2
0.163596363,0,0.52238419,0
0.824114649,0,0.890899361,0
0.141004194,0,0.019936832,0
0.368722654,2,0.449177231,0
0.017615502,3,0.999940508,3
0.116996835,0,0.001300585,0
0.16062969,0,0.046980393,2
0.994598838,0,0.028321345,2
0.987696317,0,0.18953783,0
0.812668805,2,0.449177231,0
0.380553413,0,0.684686115,0
0.480970473,0,0.762506835,5
0.060435591,0,0.797617425,0
0.099959907,0,0.000297257,0
0.027363918,0,0.001665639,2
0.010152701,0,0.149177231,0
0.399979191,5,0.024202427,0
0.997930799,2,0.019936832,0
0.997930799,2,0.968100036,5
0.174091089,0,0.457865887,2
0.054869763,4,0.18953783,0
0.290950059,0,0.339146522,0
0.280265514,0,0.033978671,1
0.015,0,0.026569741,0
0.105727206,0,0.149177231,0
0.996918232,3,0.039882814,5
0.054377583,0,0.449177231,0
0.028087012,0,0.023174265,0
0.12579296,0,0.797617425,0
0.54966945,2,0.867651205,5
0.988229165,3,0.720468766,0
0.698079782,5,0.032812365,0
0.052303523,0,0.167054426,0
0.087568027,1,0.559318496,5
0.052303523,0,0.019936832,0
0.330248566,0,0.162156131,0
0.088523751,6,0.18953783,0
0.105254605,6,0.995745609,3
0.482889734,0,0.114334595,1
0.01510242,2,0.149177231,0
0.059292601,0,0.094162278,0
0.299207543,0,0.890899361,0
0.152585419,0,0.449177231,0
0.419336631,5,0.113248616,0
0.419851308,0,0.149177231,0
0.308362094,0,0.016556181,0
0.095842787,0,0.016556181,0
0.57851324,1,0.890899361,0
0.313315717,1,0.149177231,0
0.057407701,0,0.629577218,0
0.93537919,3,0.421086361,4
0.371273172,0,0.425655382,5
0.052303523,0,0.914659087,5
0.052303523,0,0.5,0
0.981065054,2,0.556291293,4
0.972382863,3,0.833714073,0
0.213570178,0,0.449177231,0
0.021246095,0,0.019936832,0
0.099129643,0,0.421920167,0
0.586381891,5,0.9248431,0
0.052303523,0,0.797617425,0
0.330248566,0,0.992409576,1
0.052303523,0,0.622680092,0
0.052303523,0,0.907933851,5
0.203773772,5,0.535088316,5
0.25,0,0.428571429,3
0.179075707,0,0.069679172,3
0.284602698,0,0.048583381,3
0.018623802,6,0.403065181,2
0.128514914,6,0.862038576,0
0.015,0,0.890899361,0
0.022505251,4,0.02354785,1
0.035179129,0,0.775989351,4
0.426075851,0,0.294418457,2
0.052303523,0,0.733789553,5
0.426824166,0,0.52556444,0
0.052303523,0,0.093471584,2
0.052303523,0,0.649249551,5
0.542234449,2,0.025337929,0
0.176813711,0,0.797617425,0
0.315612204,0,0.777949077,0
0.001844143,3,0.56122879,0
0.359941793,1,0.516258821,0
0.000273978,0,0.930675176,0
0.101231487,1,0.575797168,0
0.089624445,6,0.629577218,0
0.135915679,6,0.629577218,0
0.029329104,0,0.629577218,0
0.90888197,3,0.737348543,0
0.276456719,0,0.699985187,4
0.336436214,0,0.890899361,0
0.00228009,6,0.737348543,0
0.248755938,0,0.149177231,0
0.637266088,2,0.504446714,0
0.471301808,0,0.032812365,0
0.100219433,0,0.693963202,0
0.368722654,2,0.885796796,2
0.462520098,0,0.98491503,1
0.061463319,0,0.797617425,0
0.272248376,0,0.988433149,5
0.052303523,0,0.797617425,0
0.762729033,4,0.149177231,0
0.052303523,0,0.019936832,0
0.918977116,4,0.532184687,0
0.36026294,0,0.532184687,0
0.018623802,6,0.538881995,0
0.052303523,0,0.562149801,3
0.045578815,0,0.681818182,5
0.017615502,3,0.99495637,5
0.052303523,0,0.029577218,0
0.052303523,0,0.539228022,0
0.001716385,0,0.89518123,5
0.057156721,0,0.89518123,5
0.4258139,0,0.18953783,0
0.380586191,0,0.044533167,5
0.387802338,0,0.071242372,1
0.075900678,1,0.18953783,0
0.052303523,0,0.862038576,0
0.250544735,5,0.364693543,0
0.052303523,0,0.587437956,0
0.052303523,0,0.862038576,0
0.354788651,0,0.162156131,0
0.054869763,4,0.556291293,4
0.052303523,0,0.029202023,5
0.052303523,0,0.778571039,0
0.052303523,0,0.641335022,0
0.052303523,0,0.339146522,0
0.052303523,0,0.797617425,0
0.052303523,0,0.047233097,3
0.308560219,0,0.919396226,0
0.052303523,0,0.992947714,1
0.052303523,0,0.310598546,1
0.052303523,0,0.949520273,3
0.052303523,0,0.737348543,0
0.052303523,0,0.267280769,0
0.359941793,1,0.880361873,5
0.052303523,0,0.784498776,5
0.052303523,0,0.725745039,5
0.99243148,0,0.016556181,0
0.380553413,0,0.819797967,0
0.048578779,6,0.412456667,2
0.191571035,0,0.162156131,0
0.380553413,0,0.026569741,0
0.368145989,0,0.641598706,0
0.014152546,0,0.629577218,0
0.316418917,0,0.922495615,3
,0,0.862038576,0
0.359941793,1,0.162156131,0
0.5,0,0.5,0
0.052528234,0,0.149177231,0
0.017166874,0,0.234042969,2
0.54966945,2,0.234042969,2
0.437597847,0,0.016556181,0
0.440690151,0,0.339146522,0
0.90888197,3,0.684686115,0
0.152353004,4,0.89184172,5
0.32655665,0,0.032812365,0
0.028626903,0,0.019936832,0
0.354071434,1,0.644901725,0
0.991489474,0,0.011103928,1
0.03689541,0,0.882414707,0
,0,0.430202476,3
0.337048266,0,0.890899361,0
0.203773772,5,0.98868538,3
0.108962084,0,0.941148013,3
0.011182549,3,0.684812025,3
0.429141459,5,0.107364419,0
0.323772411,6,0.998817676,1
0.39451142,0,0.797617425,0
0.359941793,1,0.999999996,2
,0,0.980268,3
0.166916829,0,0.680800204,0
0.380553413,0,0.016556181,0
0.068185552,0,0.049563276,3
0.263807181,0,0.922495615,3
0.473767218,0,0.907385831,5
0.91693345,0,0.424218129,5
0.263807181,0,0.412778586,5
0.373253315,0,0.58636809,5
0.988746859,2,0.95992587,5
0.867113262,0,0.635618147,5
0.235228947,0,0.073936711,5
0.916938343,0,0.010709943,2
0.903315352,0,0.909620529,5
0.472172058,0,0.533971108,5
0.916991294,0,0.003637242,5
0.5,0,0.737348543,0
0.183927004,5,0.658947254,5
0.5,0,0.890900588,5
0.018623802,6,0.999890816,5
0.380553413,0,0.995607896,5
0.42997044,0,0.943911535,5
0.547779847,5,0.923501042,5
0.66919356,5,0.152585419,2
0.038030264,0,0.753450927,5
0.263807181,0,0.152585419,2
0.34038333,0,0.024774859,2
0.399896909,0,0.378740722,2
0.275952799,0,0.97106291,2
0.234130778,0,0.995675404,2
0.380553413,0,0.937966143,3
0.007639584,1,0.941148013,3
0.071229845,0,0.913069909,1
0.071229845,0,0.448215123,1
0.071229845,0,0.448215123,1
0.071229845,0,0.552555538,1
0.071229845,0,2.82E-05,3
0.42621599,0,0.699985187,4
0.071229845,0,0.629577218,0
0.017615502,3,0.929975597,0
0.357840679,0,0.882414707,0
0.071229845,0,0.421086361,4
0.930706807,2,0.882414707,0
0.071229845,0,0.000154625,3
0.071229845,0,0.165899076,1
0.141815005,0,0.016556181,0
0.071229845,0,0.651550125,0
0.071229845,0,0.168042121,1
0.071229845,0,0.421086361,4
0.016341731,1,0.029658041,3
0.071229845,0,0.247694496,1
0.071229845,0,0.890899361,0
0.725468357,2,0.029577218,0
0.088323037,0,0.893360715,2
0.088323037,0,0.915136218,0
0.088323037,0,0.194129637,1
0.278176481,6,0.777949077,0
0.999137828,3,0.801728931,2
0.071229845,0,0.890899361,0
0.071229845,0,0.201491136,2
0.357648626,0,0.951757276,3
0.071229845,0,0.573643411,0
0.027736623,0,0.907780727,0
0.071229845,0,0.717362558,0
0.071229845,0,0.555782954,0
0.166457751,0,0.689207448,0
0.071229845,0,0.882414707,0
0.018623802,6,0.940172553,0
0.123983786,4,0.034862606,3
0.359941793,1,0.862038576,0
0.411724335,0,0.038344115,2
0.98572368,2,0.18953783,0
0.318994205,0,0.01863218,0
0.263807181,0,0.002864738,3
0.473767218,5,0.922495615,3
0.049784819,0,0.432022646,1
0.380553413,0,0.629577218,0
0.54966945,2,0.937966143,3
0.573451491,6,0.583812827,3
0.388622964,5,0.00071243,1
0.084302464,0,0.068463093,2
0.23082834,0,0.775989351,4
0.933630593,0,0.378740722,2
0.256714802,0,0.457865887,2
0.999790197,4,0.457865887,2
0.88457032,0,0.267467237,2
0.996890197,2,0.75166815,1
0.86383615,0,0.559679577,0
0.209995267,5,0.89518123,5
0.209995267,5,0.882414707,0
0.209995267,5,0.539253232,0
0.041942641,6,0.539253232,0
0.399979191,5,0.974970116,3
0.127358307,0,0.907780727,0
0.956007308,0,0.547789823,3
0.956007308,0,0.882414707,0
0.956007308,0,0.982713586,0
0.956007308,0,0.705030908,0
0.956007308,0,0.914864537,0
0.956007308,0,0.004776855,0
0.956007308,0,0.998520903,3
0.956007308,0,0.63709025,0
0.956007308,0,0.438015755,4
0.956007308,0,0.91713264,0
0.956007308,0,0.211924473,4
0.956007308,0,0.032812365,0
0.956007308,0,0.149177231,0
0.956007308,0,0.017852812,0
0.956007308,0,0.06688886,1
0.956007308,0,0.062299029,1
0.956007308,0,0.608237579,3
0.956007308,0,0.529098621,0
0.956007308,0,0.922495615,3
0.956007308,0,0.221439025,1
0.93358952,0,0.977010936,2
0.25,0,0.5,0
0.380553413,0,0.904765807,0
0.284602698,0,0.149177231,0
0.456007308,0,0.899624037,0
0.384310925,0,0.862038576,0
0.203773772,5,0.339146522,0
0.12280597,5,0.629577218,0
0.508696586,0,0.922495615,3
0.993780974,0,0.029869623,4
0.263807181,0,0.909697163,3
0.186308386,0,0.675492346,4
0.263807181,0,0.686935626,0
0.511967282,0,0.561548479,0
0.015,0,0.046731398,2
0.25,0,0.018691631,2
0.25,0,0.711246201,0
0.25,0,0.907780727,0
0.25,0,0.006832704,0
0.25,0,0.029577218,0
0.25,0,0.797617425,0
0.25,0,0.921909933,0
0.172822653,6,0.109944462,0
0.99851888,3,0.165429231,2
0.324581394,5,0.449177231,0
0.263807181,0,0.449177231,0
0.061275125,1,0.899624037,0
0.115288193,0,0.899624037,0
0.463602109,0,0.103750655,0
0.380553413,0,0.023174265,0
0.380553413,0,0.026569741,0
0.263807181,0,0.509678089,0
0.337309903,0,0.339146522,0
0.337309903,0,0.408993529,2
0.834829797,4,0.909620529,5
0.890142453,0,0.003171165,5
0.998883774,3,0.026569741,0
0.508696586,0,0.062156131,0
0.263807181,0,0.277022848,2
0.182820487,0,0.706399993,5
0.380553413,0,0.5,0
0.97042384,4,0.10387609,0
0.54966945,2,0.602459016,1
0.274162274,0,0.507088498,0
0.380553413,0,0.629577218,0
0.380553413,0,0.899624037,0
0.380553413,0,0.571428571,0
0.380553413,0,0.149177231,0
0.846914852,0,0.48103044,1
0.949036673,6,0.882414707,0
0.559270805,5,0.339146522,0
0.559270805,5,0.882414707,0
0.482447787,0,0.695382295,0
0.482447787,0,0.149177231,0
0.22134021,0,0.699888675,0
0.22134021,0,0.779188246,0
0.009772879,2,0.977694348,5
0.263807181,0,0.045020645,2
0.263807181,0,0.699985187,4
0.109995267,5,0.339146522,0
0.341760695,0,0.882414707,0
0.64749257,0,0.9375,0
0.482447787,0,0.358522006,1
0.015,0,0.629577218,0
0.013263993,0,0.019936832,0
0.016012644,0,0.689482246,3
0.54966945,2,0.553154924,1
0.595310488,2,0.871091412,1
0.068062212,0,0.77835988,1
0.390041494,0,0.998143563,1
0.903471468,0,0.966252743,1
0.844342959,0,0.990051112,1
0.819926977,0,0.895514432,1
0.263807181,0,0.002518595,1
0.90888197,3,0.845170939,1
0.254085732,5,0.995624177,1
0.596310526,5,0.862038576,0
0.368722654,2,0.18953783,0
0.452137268,0,0.449177231,0
0.263807181,0,0.100427948,0
0.021097213,4,0.899624037,0
0.000514113,0,0.907780727,0
0.148506533,0,0.825618589,0
0.746613639,2,0.937992718,1
0.746613639,2,0.929074609,5
0.00236225,0,0.669568832,0
0.191767545,0,0.021483086,0
0.99352223,0,0.629117198,1
0.182442463,6,0.339146522,0
0.439607428,0,0.892828857,1
0.053042002,0,0.911143844,5
0.330248566,0,0.000108848,2
0.941112305,0,0.912573178,0
0.193792672,0,0.449177231,0
0.263807181,0,0.283502254,2
0.263807181,0,0.983351148,3
0.330248566,0,0.336458914,0
0.281556378,0,0.18953783,0
0.54966945,2,0.938392569,2
0.029948074,6,0.587082376,2
0.017615502,3,0.102107462,2
0.187184761,1,0.987622869,3
0.015,0,0.84309234,2
0.015,0,0.149177231,0
0.99495743,4,0.629577218,0
0.380553413,0,0.149177231,0
0.560248006,2,0.555282404,1
0.015,0,0.149177231,0
0.479774484,0,0.108520793,0
0.698079782,5,0.899624037,0
0.90888197,3,0.775989351,4
0.99754603,3,0.196492916,2
0.017615502,3,0.423347716,1
0.476351351,0,0.674175703,0
0.017615502,3,0.797617425,0
0.336583392,1,0.797617425,0
0.126892108,0,0.882414707,0
0.380553413,0,0.524398239,0
0.015,0,0.912304366,0
0.639505812,0,0.449177231,0
0.350545525,1,0.032812365,0
0.155928159,0,0.5,0
0.647138588,0,0.835436055,0
0.317375331,5,0.442338122,2
0.380553413,0,0.149177231,0
0.263807181,0,0.339146522,0
0.380553413,0,0.339146522,0
0.989275893,0,0.001480999,2
0.111429693,0,0.981960411,5
0.54966945,2,0.029139521,4
0.018623802,6,0.996110817,5
0.57912923,2,0.49910339,4
0.5381818,2,0.728182436,4
0.54966945,2,0.022564507,3
0.137376237,6,0.339146522,0
0.368722654,2,0.524246611,1
0.018623802,6,0.113957665,1
0.017726817,2,0.613633992,1
0.54966945,2,0.278417401,1
0.999662514,6,0.222094735,1
0.325211264,6,0.339146522,0
0.54966945,2,0.882414707,0
0.458279761,0,0.533922788,0
0.108962084,0,0.18953783,0
0.108962084,0,0.633914046,0
0.108962084,0,0.777949077,0
0.108962084,0,0.959259145,3
0.108962084,0,0.149177231,0
0.108962084,0,0.00462112,2
0.108962084,0,0.029577218,0
0.359941793,1,0.849665056,5
0.380553413,0,0.882414707,0
0.501409497,0,0.967834922,5
0.474053364,0,0.023174265,0
0.087486378,0,0.378740722,2
0.087486378,0,0.18953783,0
0.087486378,0,0.149177231,0
0.449506203,0,0.013411611,0
0.007669766,1,0.032812365,0
0.015,0,0.329000077,0
0.167042244,0,0.508696586,0
0.422812349,5,0.907780727,0
0.331917359,0,0.819278459,0
0.087486378,0,0.18953783,0
0.682648363,4,0.038532621,3
0.90888197,3,0.649484536,0
0.087754765,0,0.69039063,5
0.363844762,0,0.683058621,0
0.087486378,0,0.032812365,0
0.087486378,0,0.909697163,3
0.087486378,0,0.015410474,0
0.228297944,1,0.705486481,1
0.015,0,0.581501773,0
0.087486378,0,0.834029651,3
0.293432925,0,0.020446248,0
0.127122948,0,0.095626236,0
0.030157822,0,0.019936832,0
0.90888197,3,0.234042969,2
0.087486378,0,0.449177231,0
0.333333333,0,0.216607898,2
0.087486378,0,0.126984127,2
0.341646469,0,0.126984127,2
0.087486378,0,0.126984127,2
0.359941793,1,0.423927674,4
0.027881105,2,0.457865887,2
0.228520509,0,0.526709625,0
0.163523581,0,0.449177231,0
0.292625114,0,0.669393735,4
0.086141831,6,0.291575999,2
0.533742331,6,0.007976087,3
0.087486378,0,0.49910339,4
0.160725921,5,0.636005643,5
0.087486378,0,0.643264952,0
0.087486378,0,0.267025561,0
0.38153077,0,0.893900384,1
0.087486378,0,0.339146522,0
0.035797458,0,0.646608656,0
0.015,0,0.167257716,5
0.482447787,0,0.882414707,0
0.086694632,0,0.019936832,0
0.087486378,0,0.457865887,2
0.390660972,1,0.922495615,3
0.359941793,1,0.791555077,5
0.307310041,0,0.016663281,2
0.227285625,0,0.166508611,0
0.017615502,3,0.608606652,5
0.417783423,0,0.149177231,0
0.107385758,6,0.71490813,1
0.093884968,0,0.149177231,0
0.422545143,0,0.508696586,0
0.087486378,0,0.339146522,0
0.054869763,4,0.982912507,3
0.054869763,4,0.124179859,0
0.054869763,4,0.347164031,2
0.054869763,4,0.149177231,0
0.624045525,4,0.742454109,5
0.206604289,6,0.036458914,0
0.054869763,4,0.016556181,0
0.054869763,4,0.019936832,0
0.054869763,4,0.18953783,0
0.054869763,4,0.907171014,0
0.168492442,4,0.026876407,3
0.054869763,4,0.016556181,0
0.018623802,6,0.121494187,0
0.087486378,0,0.019936832,0
0.087486378,0,0.576960515,0
0.087486378,0,0.036458914,0
0.087486378,0,0.003051829,0
0.437597847,0,0.913219057,0
0.087486378,0,0.803171213,3
0.087486378,0,0.026569741,0
0.087486378,0,0.556291293,4
0.456734631,0,0.563058862,0
0.015,0,0.897780727,0
0.087486378,0,0.909697163,3
0.340570813,0,0.547681762,0
0.311744396,0,0.517292786,1
0.017615502,3,0.999999829,5
0.087486378,0,0.411299545,1
0.087486378,0,0.629577218,0
0.139494715,0,0.628182436,4
0.087486378,0,0.897780727,0
0.482447787,0,0.862038576,0
0.105628154,0,0.668844845,0
0.018623802,6,0.136353093,1
0.90888197,3,0.997876895,3
0.359461667,0,0.499997719,0
0.015,0,0.449177231,0
0.054869763,4,0.5,0
0.115272847,4,0.974970116,3
0.25,0,0.584576992,4
0.126793914,6,0.020802086,3
0.456734631,0,0.406388184,1
0.017615502,3,0.862038576,0
0.087486378,0,0.737348543,0
0.478588574,0,0.99057347,1
0.070749436,0,4.60E-05,2
0.143654097,0,0.777949077,0
0.313215414,0,0.03395455,5
0.348912843,0,0.122369383,1
0.348912843,0,0.016556181,0
0.23004934,0,0.084089348,1
0.005566618,2,0.413005962,2
0.294117647,1,0.882414707,0
0.340057738,0,0.036458914,0
0.087486378,0,0.036458914,0
0.152585419,0,0.899624037,0
0.136626869,0,0.897780727,0
0.354290379,5,0.526232782,0
0.089624445,6,0.17782982,2
0.119914991,0,0.642121397,4
0.087486378,0,0.189480161,2
0.522316043,6,0.998183336,0
0.605118467,4,0.021483086,0
0.035259214,6,0.615169392,5
0.640983378,6,0.897780727,0
0.041906839,2,0.015025775,1
0.54966945,2,0.7786619,5
0.237279407,1,0.922495615,3
0.087486378,0,0.045033354,3
0.202085737,5,0.221000582,4
0.281991745,0,0.775989351,4
0.113909537,0,0.547884433,0
0.359941793,1,0.449177231,0
0.02472583,2,0.554081528,0
0.087486378,0,0.964709668,3
0.205971834,0,0.652856384,0
0.087486378,0,0.562668565,0
0.181818182,0,0.777949077,0
0.181818182,0,0.999693353,3
0.340326963,0,0.149177231,0
0.54966945,2,0.601833532,0
0.057660276,0,0.899624037,0
0.087486378,0,0.5,0
0.034286868,0,0.026569741,0
0.087486378,0,0.024202427,0
0.54966945,2,0.157245065,1
0.736010849,2,0.128442196,2
0.866979932,5,0.128442196,2
0.399979191,5,0.128442196,2
0.698079782,5,0.085906664,2
0.087486378,0,0.030517325,2
0.087486378,0,0.008147708,5
0.533168798,5,0.188101235,2
0.087486378,0,0.09244327,2
0.087486378,0,0.047643108,2
0.015117953,2,0.008616984,2
0.77588364,2,0.038894383,2
0.087486378,0,0.120782496,2
0.435565724,0,0.620052953,5
0.396423972,1,0.497771097,0
0.350725165,0,0.51227831,0
0.071455011,0,0.409060179,1
0.202652535,0,0.449177231,0
0.087486378,0,0.026569741,0
0.218537333,0,0.831340829,0
0.087486378,0,0.945179434,5
0.281942371,0,0.999997414,1
0.437101918,0,0.961296958,5
0.052475356,0,0.766564503,3
0.087486378,0,0.019936832,0
0.087486378,0,0.019936832,0
0.996885558,3,0.945613213,5
0.171898314,0,0.862038576,0
0.021915949,0,0.922495615,3
0.781605365,2,0.728182436,4
0.150307526,4,0.49910339,4
0.087486378,0,0.55561348,4
0.332492739,0,0.373827568,4
0.087486378,0,0.49910339,4
0.408697,0,0.514433255,0
0.164810297,0,0.799996576,0
0.000211665,0,0.986620096,1
0.437102725,6,0.994449346,5
0.126076659,1,0.924432274,0
0.127319199,0,0.941148013,3
0.950845112,2,0.105935112,0
0.97639385,6,0.599157561,0
0.210629945,0,0.909620529,5
0.087486378,0,0.909697163,3
0.087486378,0,0.557841238,0
0.63844637,1,0.666592307,0
0.087486378,0,0.090642824,0
0.368722654,2,0.797617425,0
0.087486378,0,0.511292565,5
0.015057176,0,0.573643411,0
0.027966836,0,0.922413896,0
0.087486378,0,0.582419888,0
0.46537911,0,0.937966143,3
0.90888197,3,0.983351148,3
0.222621633,0,0.767780727,0
0.469123528,0,0.036458914,0
0.737232913,5,0.608974359,4
0.394661468,1,0.608974359,4
0.087486378,0,0.556291293,4
0.064186693,0,0.608974359,4
0.126871078,0,0.873047824,4
0.005754343,0,0.699985187,4
0.99668209,3,0.899624037,0
0.359941793,1,0.905726091,5
0.560879066,1,0.036458914,0
0.087486378,0,0.036458914,0
0.317911821,0,0.512240696,0
0.325719701,6,0.629577218,0
0.018623802,6,0.996092164,3
0.54966945,2,0.189276958,2
0.245076147,0,0.596932248,2
0.087486378,0,0.596838379,5
0.072166042,0,0.296581729,0
0.087486378,0,0.016556181,0
0.015,0,0.091961965,0
0.196491823,0,0.899624037,0
0.087486378,0,0.019936832,0
0.677471965,4,0.493540003,0
0.153843948,0,0.666262392,0
0.971856118,3,0.971253974,5
0.968499052,6,0.905207958,2
0.039850014,1,0.901400463,5
0.90888197,3,0.897780727,0
0.458626956,5,0.503211077,5
0.257575271,1,0.339146522,0
0.518674016,6,0.897780727,0
0.221754523,0,0.003102597,0
0.133104562,6,0.044113148,1
0.104311657,6,0.164011508,1
0.018623802,6,0.076518609,1
0.311536144,6,0.005397919,0
0.186381313,6,0.618827374,5
0.019916728,6,0.031629666,3
0.523684204,6,0.18953783,0
0.446617081,6,0.928658962,0
0.048578779,6,0.953872475,3
0.000424937,6,0.534125216,3
0.193611447,6,0.797617425,0
0.24572378,6,0.899624037,0
0.310872157,6,0.623376623,1
0.144607965,6,0.580513424,3
0.507536232,6,0.000614516,0
0.931363156,6,0.217438854,0
0.931363156,6,0.036458914,0
0.024306007,6,0.016556181,0
0.184234146,6,0.508696586,0
0.09273556,6,0.508696586,0
0.108860431,6,0.149177231,0
0.930116127,6,0.556291293,4
0.255695094,6,0.926883504,0
