tsl,byd
0.994520944,0.920960223
0.450127781,0.095995857
0.872613642,0.508855115
,0.003752057
0.518710815,0.995276331
0.464400182,0.197293312
0.365669297,0.999976617
0.04763415,0.84422803
0.054215715,0.008610072
0.085685043,0.243964232
0.147349112,0.558096613
0.508696586,0.856375071
,0.999972487
0.934717967,0.000554419
0.42403098,0.998483523
0.452719017,0.704295361
0.999303815,0.092583072
0.5,0.80352744
0.621528875,0.130679898
0.220519338,0.518916522
0.220519338,0.503272058
0.320504594,0.834524098
0.262029305,0.984226497
0.96512497,0.028241467
0.751766934,0.09910339
0.541869587,0.909063655
0.779192822,0.965030214
0.312369233,0.778861061
0.925929183,0.141588818
0.473767218,0.949216895
0.500211665,0.949216895
0.206020514,0.736608132
0.730785693,0.01583372
0.653872697,0.936446137
0.481154938,0.048913228
0.930955462,0.828611332
0.418245604,0.896352221
0.840121302,0.366800445
0.956521739,0.251477664
0.989091767,0.569045389
0.972382863,0.594592845
0.994821104,0.770570231
0.980524704,0.037894587
0.96424738,0.946225186
0.772159103,0.98168768
0.990770864,0.737195613
0.997457419,0.354523828
0.989686027,0.718126087
0.999841996,0.662658213
0.462093346,0.599748951
0.998337866,0.637285475
0.967677197,0.572434304
0.939065044,0.040204221
0.528170198,0.952533601
0.980886543,0.956649267
0.949614976,0.956649267
0.951894251,0.956649267
0.948620871,0.956649267
0.975570133,0.956649267
0.402988722,0.956649267
0.881345096,0.956649267
0.274268052,0.956649267
0.422553049,0.956649267
0.797606655,0.956649267
0.522701514,0.956649267
0.550745154,0.176132665
0.600300913,0.924156869
0.002283606,0.349645909
0.999689273,0.404679352
0.263861687,0.866476905
0.648215235,0.570531769
0.620833447,0.57865887
0.586209109,0.995780285
0.01187886,0.750411173
0.029037666,0.708860145
0.783638546,0.498811767
0.994859309,0.940143201
0.856548039,0.721234895
0.334898214,0.991361635
0.149192123,0.8233529
0.286953366,0.8233529
0.892007794,0.8233529
0.029514289,0.148885702
0.047470861,0.5
0.780674006,0.525113169
0.121188557,0.976387227
0.394736877,0.990065868
0.241183613,0.981746583
0.006489695,0.668035916
0.024864857,0.265492686
0.01526612,0.999406944
0.000908315,0.676929349
0.308295671,0.002135832
0.025625165,0.031191498
0.050169587,0.760835679
0.064229657,0.741653043
0.012254539,0.385720487
0.685653555,0.003891778
0.048722039,0.099689571
0.912025435,0.400224757
0.154869924,0.390357182
0.044272675,0.567526554
0.010884573,0.01790888
0.002940093,0.332644178
0.012554139,0.080411553
0.157420171,0.104637988
0.040919142,0.177954004
0.08111764,0.822001475
0.431231939,0.188845595
0.046779581,0.432772218
0.157977626,0.334683928
0.087644474,0.97719311
0.057365605,0.818049206
0.169943785,0.999707701
0.513692874,0.772590885
0.795291161,0.946124974
0.985386007,0.422495266
0.248137888,0.650879972
0.870173229,0.287541963
0.001938044,0.339356187
0.599701062,0.008320872
0.015729058,0.587739508
0.01421494,0.325204632
0.378585452,0.861213235
0.796407145,0.861213235
0.926680477,0.978769708
0.273972603,0.861213235
0.680281797,0.861213235
0.64500367,0.861213235
0.195943131,0.861213235
0.333976762,0.861213235
0.411493533,0.862770245
0.611186483,0.941930105
0.785643622,0.848023065
0.206666491,0.358775619
0.28273062,0.011595188
0.69347741,0.999655787
0.863809653,0.984128777
0.80527864,0.875956308
0.766280412,0.81637772
0.427976902,0.70604348
0.604493816,0.136904132
0.993544225,0.711246201
0.429303024,0.747539805
0.398814003,0.931513678
0.160946523,0.518243598
0.349617661,0.48287194
0.999838951,0.016467764
0.25855972,0.529227694
0.25855972,0.117431344
0.397227734,0.940172553
0.089515919,0.108962084
0.831201788,0.846506375
0.326128534,0.798573727
0.175215966,0.532892172
0.069692581,0.813732191
0.124605646,0.893147429
0.222882266,0.508696586
0.65,0.508696586
0.552434538,0.508696586
0.749164103,0.396093382
0.529494713,0.511967282
0.000211665,0.000192098
0.584259375,0.793979513
0.867883472,0.520677289
0.07094415,0.832378139
0.063054156,0.569622081
0.646093834,0.80268
0.382482833,0.284602698
0.760284566,0.5
0.724240598,0.177878505
0.339320946,0.118698659
0.952600269,0.990706786
0.234362954,0.508696586
0.185642283,0.069851682
0.014169,0.353185156
0.844545002,0.353185156
0.112102373,0.353185156
0.668490108,0.353185156
0.959574722,0.273339271
0.495946656,0.503782146
0.455541356,0.960650658
0.831231912,0.51958052
0.693963202,0.333381109
0.709855232,0.33372865
0.709855232,0.776480727
0.85732343,0.42442601
0.2033932,0.164653351
0.473164977,0.239455764
0.963750109,0.235217244
0.626669311,0.578312128
0.962918643,0.508696586
0.480970473,0.206574845
0.000544698,0.126401816
0.177488957,0.382103232
0.565372424,0.223944452
0.653578694,0.420558754
0.069679521,0.420558754
0.960686734,0.420558754
0.373134328,0.032704464
0.076818959,0.387022685
0.900209616,0.921241816
0.257472451,0.615646663
0.711985554,0.317667243
0.463476997,0.458583718
0.976787223,0.018462714
0.484012159,0.058479653
0.292449115,0.027570646
0.65364695,0.085541036
0.59321836,0.948115087
0.929634072,0.9
0.876027661,0.072387119
0.669594222,0.029002055
0.036235544,0.126984127
0.588819704,0.998495556
0.951002957,0.397612464
0.895577883,0.974567001
0.410257343,0.290312374
0.200666872,0.995090512
0.898387895,0.575632725
0.973183258,0.676122931
0.135804926,0.77884168
0.372827502,0.565764484
0.070878996,2.75E-07
0.175305863,0.006359485
0.404137024,0.995572762
0.543634163,0.115974384
0.579249371,0.684490447
0.46489572,0.003034591
0.172950101,0.490600387
0.052321399,0.965579299
,0.87748065
0.883647712,0.925251087
0.320189827,0.197822667
0.310416094,0.070421108
0.183715493,0.010131643
0.314432534,0.642992129
0.330211036,0.278087202
0.702121708,0.963317014
0.61862501,0.086988448
0.472256282,0.246640222
0.783909904,0.023546516
0.004141791,0.991051818
0.597744998,0.250333741
0.745286141,0.924699498
0.377132736,0.794553216
0.916960402,0.333415863
0.476128214,0.592710863
0.007670769,0.98803012
0.167223336,0.573680531
0.552245277,0.900469036
0.161387419,0.184011739
0.386785507,0.173632759
0.947790093,0.153769453
0.128171747,0.626366553
0.498920759,0.996913736
0.15770423,0.323359869
0.003336566,0.248527894
0.484444444,0.047928255
0.499513029,0.907759183
0.491976915,0.019296742
0.655502633,0.996969541
0.288157444,0.083468552
0.547442567,0.371090658
0.949433832,0.10293694
0.959872067,0.61954196
0.14157318,0.393757788
0.84580711,0.330347682
0.983375435,0.898875721
0.96809292,0.068825281
0.126019622,0.030302214
0.991729424,0.004420082
0.446377469,0.757549107
0.722861029,0.118963626
0.667716276,0.32535955
0.794371425,0.343977109
0.981196339,0.760150532
0.948880135,0.400317347
0.138386969,0.337645011
0.163164674,0.452747245
0.585911173,0.466950694
0.490317712,0.936035538
0.497732109,0.25247838
0.055656999,0.116672021
0.12235982,0.781489492
0.305906172,0.890960862
0.172329386,0.780386659
0.828882047,0.154121951
0.985642088,0.020847583
0.00687169,0.892279904
0.904053261,0.183275789
0.868421053,0.776628204
0.868421053,0.95776057
0.868421053,0.2
0.868421053,0.5
0.639386923,0.001399728
0.994995722,0.846969497
0.121693134,0.180352479
0.975134927,0.763975155
0.999278312,0.335834042
0.97249257,0.190597592
0.786350728,0.5
0.6420511,0.5
0.215565764,0.0707009
0.077134683,0.833333333
0.422209589,0.209707405
0.402121084,0.34375
0.715337054,0.34375
0.556353611,0.490877824
0.907886103,0.906218228
0.378186891,0.553154924
0.687229654,0.553154924
0.353185156,0.610059571
0.387496239,0.814437488
0.229399437,0.010144912
0.896420306,0.921000521
0.305362586,0.506653841
0.86820487,0.867544107
0.065221906,0.045861391
0.473767218,9.41E-05
0.625215837,0.71781023
0.625215837,0.04637078
0.019502941,0.033491693
0.676929349,0.999918297
0.438271548,0.043891753
0.357113353,0.059447389
0.436042576,0.368098956
0.750722518,0.052946745
0.710044871,0.697620553
0.501576815,0.905895896
0.614183091,0.281462164
0.006144777,0.170461865
0.781357737,0.707795269
0.182816067,0.863281934
0.484444444,0.230813356
0.008066378,0.689852263
0.034519467,0.483083936
0.117550462,0.274609209
0.183552179,0.630495336
0.839746798,0.90807037
0.164654118,0.98451221
0.281823998,0.523471178
0.818899491,0.241829537
0.244228964,0.346989346
0.001451938,0.122638125
0.841679106,0.023433717
0.490641528,0.30005522
0.421874598,0.416666667
0.058346752,0.68514186
0.5,0.865985604
0.852291752,0.059295552
,0.004572069
,0.000189234
,0.24890125
,0.679974302
0.388184528,0.818055858
0.002014359,0.999172094
0.385796658,0.661032142
0.644592742,0.003926786
0.676929349,0.999983122
0.5,0.999983122
0.882173391,0.2
,0.2
0.19281079,0.239191019
0.182378316,0.394024039
0.281886381,0.614759981
0.329319975,0.067490966
0.373134328,0.271338043
0.373134328,0.437261384
0.959842782,0.43683181
0.722326802,0.402139574
0.755143198,0.169281745
0.560253954,0.611444226
0.649580259,0.218919911
0.261318952,0.945507798
0.711246201,0.956418302
0.711246201,0.5
0.248485823,0.043823247
0.882882936,0.05591962
0.899665552,0.919609404
0.094043952,0.998438164
0.474139322,0.556617614
0.298285897,0.960702991
0.23082834,0.863352921
0.247776306,0.604234157
0.833717226,0.04403979
0.622108514,0.476613559
0.430431867,0.780277602
0.257172308,0.067041865
0.942591067,0.05968626
0.915998936,0.900448988
0.783717782,0.986671456
0.972878856,0.671767849
0.013439643,0.486925012
0.084632302,0.833511478
0.000211665,0.301091479
0.543049765,0.025206875
0.754515982,0.082866989
0.093004572,0.940107922
0.045148506,0.929753566
0.037737717,0.594623458
0.667593072,0.845298739
0.624908825,0.699189061
0.734834479,0.908929187
0.401280926,0.181779074
0.103079299,0.253865293
0.151977423,0.483954119
0.140724629,0.5
0.003312175,0.888067162
0.219723407,0.916241515
0.058337998,0.89227095
0.070317244,0.473767218
0.030425212,0.241938315
0.516802462,0.62031524
0.516802462,0.000531447
0.646584087,0.452554745
0.59771799,0.009056055
0.496255544,0.113759462
0.115964719,0.5
0.373959908,0.077696624
0.364638417,0.549270855
0.83642484,0.227494088
0.834342978,0.691255372
0.594866476,0.512409498
0.45533549,0.298981763
0.510520066,0.3188734
0.766648196,0.50951717
0.21944878,0.300659394
0.818126744,0.000657851
0.031313871,0.497861824
0.008104316,0.471583235
0.935390224,0.444680178
0.356884432,0.265697412
0.951938312,0.319708121
0.33582061,0.118519297
0.526232782,0.613527792
0.374450258,0.235466734
0.416593777,0.40161308
0.312824876,0.33423913
0.083840778,0.740679222
0.237638523,0.84188137
0.262696499,0.268636839
0.277404922,0.161888953
0.371646487,0.036917349
0.255101407,0.935901405
0.138139537,0.128313648
0.567329155,0.810353185
0.638217176,0.995564265
0.011607898,0.990852202
0.421239841,0.972725096
0.420954446,0.761089239
0.723754815,0.923315945
0.372623574,0.951938312
0.218720734,0.998341697
0.559583027,0.984610173
0.492952656,0.939065044
0.893404951,0.951938312
0.046946941,0.889426107
0.089983416,0.631552381
0.708010113,0.017357261
0.476713547,0.626032903
0.526324568,0.172826042
0.215358683,0.938317385
0.738868587,0.213996212
0.035202425,0.238906993
0.999983634,0.713613346
0.976268892,0.957968384
0.024210491,0.171008796
0.560973227,0.811501752
0.427436139,0.107206576
0.060323178,0.731639015
0.571332705,0.549019608
0.630122001,0.697190126
0.430228674,0.281362961
0.095578899,0.391813668
0.957862839,0.791039763
0.443102338,0.274714777
0.313442385,0.176927313
0.648347382,0.29553606
0.171601577,0.345891338
0.602654121,0.982391734
0.057072711,0.311020816
0.325379121,0.45770976
0.343329217,0.281522099
0.372854859,0.712123578
0.64399093,0.718650591
0.051860848,0.231579249
0.854477796,0.135588337
0.070606513,0.017292247
0.203916707,0.786528912
0.027906884,0.555452909
0.321478634,0.320610218
0.314091443,0.005595195
0.082245411,0.960516175
0.267753039,0.860675662
0.113779401,0.967015691
0.141861253,0.039476685
0.013779341,0.901046281
0.193934196,0.794672299
0.029558374,0.112699726
0.375533942,0.657893846
0.330935252,0.885563433
0.446152952,0.633608272
0.176155022,0.554446567
0.421793394,0.000976231
0.967323512,0.999992281
0.307247059,0.042512422
0.086231756,0.367031074
0.002448202,0.764065719
0.099185309,0.960234203
0.741223372,0.115212206
0.168613741,0.111273391
0.102498438,0.693636038
0.048121632,
0.825717554,0.564311458
0.358868036,0.933819701
0.270244374,0.142209959
0.163596363,0.52238419
0.824114649,0.743914955
0.141004194,0.19657181
0.151498084,0.386923132
0.355476976,0.999940508
0.116996835,0.001300585
0.16062969,0.046980393
0.994598838,0.028321345
0.987696317,0.073440086
0.812668805,0.387147619
0.75,0.901029029
0.480970473,0.762506835
0.060435591,0.997617425
0.099959907,0.000297257
0.027363918,0.001665639
0.010152701,0.446660602
0.999791911,0.234682046
0.997930799,0.17797735
0.997930799,0.968100036
0.174091089,0.513057332
0.403065181,0.086192683
0.290950059,0.36400818
0.280265514,0.033978671
0.489619328,0.255714927
0.105727206,0.448009729
0.996918232,0.039882814
0.054377583,0.419095535
0.028087012,0.230258924
0.12579296,0.987527666
0.330935252,0.867651205
0.988229165,0.720468766
0.94815239,0.311841129
0.52303523,0.167054426
0.087568027,0.559318496
0.770793824,0.173332199
0.330248566,0.05931049
0.088523751,0.087345674
0.105254605,0.995745609
0.482889734,0.114334595
0.01510242,0.428977951
0.059292601,0.094162278
0.299207543,0.754011342
0.152585419,0.372217077
0.419336631,0.113248616
0.419851308,0.439415553
0.308362094,0.137751365
0.095842787,0.152740359
0.57851324,0.755409007
0.313315717,0.439415553
0.057407701,0.276058117
0.93537919,0.013927902
0.371273172,0.425655382
0.757930342,0.914659087
0.987923183,
0.981065054,0.808485477
0.972382863,0.833714073
0.213570178,0.386165986
0.021246095,0.175407018
0.099129643,0.421920167
0.586381891,0.9248431
0.677783109,0.994690041
0.330248566,0.992409576
0.847768609,0.622680092
0.508696586,0.907933851
0.03316814,0.535088316
0.25,0.428571429
0.179075707,0.069679172
0.284602698,0.048583381
0.74795827,0.403065181
0.128514914,0.947596918
0.498454861,0.75
0.022505251,0.02354785
0.035179129,0.717295933
0.426075851,0.294418457
0.900029962,0.733789553
0.426824166,0.52556444
0.504290646,0.093471584
0.655790369,0.649249551
0.542234449,0.025337929
0.176813711,0.982819055
0.315612204,0.96354516
0.001844143,0.56122879
0.70235369,0.516258821
0.000273978,0.930675176
0.101231487,0.575797168
0.878963558,0.272257979
0.135915679,0.026915817
0.029329104,0.279641371
0.730724387,0.937348543
0.276456719,0.999697502
0.336436214,0.729450266
0.00228009,0.932152265
0.248755938,0.468602451
0.637266088,0.504446714
0.471301808,0.320937629
0.100219433,0.693963202
0.117027518,0.885796796
0.462520098,0.98491503
0.061463319,0.98803206
0.272248376,0.988433149
0.614905014,0.996436692
0.762729033,0.462483642
0.603827832,0.176040174
0.918977116,0.532184687
